# Natural Earth 1:110m land, preprocessed for offline JavaFX Canvas rendering.
# Format: LAND<TAB>id<TAB>lon,lat lon,lat ...
# Format: LABEL<TAB>text<TAB>lon<TAB>lat
LAND	land_0011	70.28000,-49.71000 68.74500,-49.77500 68.72000,-49.24250 68.86750,-48.83000 68.93500,-48.62500 69.58000,-48.94000 70.52500,-49.06500 70.56000,-49.25500 70.28000,-49.71000
LAND	land_0012	145.39798,-40.79255 146.36412,-41.13770 146.90858,-41.00055 147.68926,-40.80826 148.28907,-40.87544 148.35987,-42.06244 148.01730,-42.40702 147.91405,-43.21152 147.56456,-42.93769 146.87034,-43.63460 146.66333,-43.58085 146.04838,-43.54975 145.43193,-42.69378 145.29509,-42.03361 144.71807,-41.16255 144.74375,-40.70397 145.39798,-40.79255
LAND	land_0013	173.02038,-40.91905 173.24723,-41.33200 173.95840,-40.92670 174.24759,-41.34916 174.24852,-41.77001 173.87645,-42.23318 173.22274,-42.97004 172.71125,-43.37229 173.08011,-43.85334 172.30858,-43.86569 171.45292,-44.24252 171.18514,-44.89710 170.61670,-45.90893 169.83142,-46.35578 169.33233,-46.64124 168.41135,-46.61995 167.76375,-46.29020 166.67689,-46.21992 166.50914,-45.85271 167.04642,-45.11094 168.30376,-44.12397 168.94941,-43.93582 169.66781,-43.55533 170.52492,-43.03169 171.12509,-42.51275 171.56971,-41.76742 171.94871,-41.51442 172.09723,-40.95610 172.79858,-40.49396 173.02038,-40.91905
LAND	land_0014	174.61201,-36.15640 175.33662,-37.20910 175.35760,-36.52619 175.80889,-36.79894 175.95849,-37.55538 176.76319,-37.88125 177.43881,-37.96125 178.01035,-37.57982 178.51709,-37.69537 178.27473,-38.58281 177.97046,-39.16634 177.20699,-39.14578 176.93998,-39.44974 177.03295,-39.87994 176.88582,-40.06598 176.50802,-40.60481 176.01244,-41.28962 175.23957,-41.68831 175.06790,-41.42589 174.65097,-41.28182 175.22763,-40.45924 174.90016,-39.90893 173.82405,-39.50885 173.85226,-39.14660 174.57480,-38.79768 174.74347,-38.02781 174.69702,-37.38113 174.29203,-36.71109 174.31900,-36.53482 173.84100,-36.12198 173.05417,-35.23712 172.63601,-34.52911 173.00704,-34.45066 173.55130,-35.00618 174.32939,-35.26550 174.61201,-36.15640
LAND	land_0015	167.12001,-22.15999 166.74004,-22.39998 166.18973,-22.12971 165.47438,-21.67961 164.82981,-21.14982 164.16799,-20.44475 164.02961,-20.10565 164.45997,-20.12001 165.02004,-20.45999 165.46001,-20.80002 165.77999,-21.08000 166.59999,-21.70002 167.12001,-22.15999
LAND	land_0016	178.37360,-17.33992 178.71806,-17.62846 178.55271,-18.15059 177.93266,-18.28799 177.38146,-18.16432 177.28504,-17.72465 177.67087,-17.38114 178.12557,-17.50481 178.37360,-17.33992
LAND	land_0017	179.36414,-16.80135 178.72506,-17.01204 178.59684,-16.63915 179.09661,-16.43398 179.41351,-16.37905 180.00000,-16.06713 180.00000,-16.55522 179.36414,-16.80135
LAND	land_0018	-179.91737,-16.50178 -180.00000,-16.55522 -180.00000,-16.06713 -179.79332,-16.02088 -179.91737,-16.50178
LAND	land_0019	167.84488,-16.46633 167.51518,-16.59785 167.18001,-16.15999 167.21680,-15.89185 167.84488,-16.46633
LAND	land_0020	167.10771,-14.93392 167.27003,-15.74002 167.00121,-15.61460 166.79316,-15.66881 166.64986,-15.39270 166.62914,-14.62650 167.10771,-14.93392
LAND	land_0021	50.05651,-13.55576 50.21743,-14.75879 50.47654,-15.22651 50.37711,-15.70607 50.20027,-16.00026 49.86061,-15.41425 49.67261,-15.71020 49.86334,-16.45104 49.77456,-16.87504 49.49861,-17.10604 49.43562,-17.95306 49.04179,-19.11878 48.54854,-20.49689 47.93075,-22.39150 47.54772,-23.78196 47.09576,-24.94163 46.28248,-25.17846 45.40951,-25.60143 44.83357,-25.34610 44.03972,-24.98834 43.76377,-24.46068 43.69778,-23.57412 43.34565,-22.77690 43.25419,-22.05741 43.43330,-21.33648 43.89368,-21.16331 43.89637,-20.83046 44.37432,-20.07237 44.46440,-19.43545 44.23242,-18.96200 44.04298,-18.33139 43.96308,-17.40995 44.31247,-16.85050 44.44652,-16.21622 44.94494,-16.17937 45.50273,-15.97437 45.87299,-15.79345 46.31224,-15.78002 46.88218,-15.21018 47.70513,-14.59430 48.00521,-14.09123 47.86905,-13.66387 48.29383,-13.78407 48.84506,-13.08917 48.86351,-12.48787 49.19465,-12.04056 49.54352,-12.46983 49.80898,-12.89528 50.05651,-13.55576
LAND	land_0022	143.56181,-13.76366 143.92210,-14.54831 144.56371,-14.17118 144.89491,-14.59446 145.37472,-14.98498 145.27199,-15.42821 145.48526,-16.28567 145.63703,-16.78492 145.88890,-16.90693 146.16031,-17.76166 146.06367,-18.28007 146.38748,-18.95827 147.47108,-19.48072 148.17760,-19.95594 148.84841,-20.39121 148.71747,-20.63347 149.28942,-21.26051 149.67834,-22.34251 150.07738,-22.12278 150.48294,-22.55614 150.72726,-22.40241 150.89955,-23.46224 151.60917,-24.07626 152.07354,-24.45789 152.85520,-25.26750 153.13616,-26.07117 153.16195,-26.64132 153.09291,-27.26030 153.56947,-28.11007 153.51211,-28.99508 153.33909,-29.45820 153.06924,-30.35024 153.08960,-30.92364 152.89158,-31.64045 152.45000,-32.55000 151.70912,-33.04134 151.34397,-33.81602 151.01056,-34.31036 150.71414,-35.17346 150.32822,-35.67188 150.07521,-36.42021 149.94612,-37.10905 149.99728,-37.42526 149.42388,-37.77268 148.30462,-37.80906 147.38173,-38.21922 146.92212,-38.60653 146.31792,-39.03576 145.48965,-38.59377 144.87698,-38.41745 145.03221,-37.89619 144.48568,-38.08532 143.60997,-38.80947 142.74543,-38.53827 142.17833,-38.38003 141.60658,-38.30851 140.63858,-38.01933 139.99216,-37.40294 139.80659,-36.64360 139.57415,-36.13836 139.08281,-35.73275 138.12075,-35.61230 138.44946,-35.12726 138.20756,-34.38472 137.71917,-35.07682 136.82941,-35.26053 137.35237,-34.70734 137.50389,-34.13027 137.89012,-33.64048 137.81033,-32.90001 136.99684,-33.75277 136.37207,-34.09477 135.98904,-34.89012 135.20821,-34.47867 135.23922,-33.94795 134.61342,-33.22278 134.08590,-32.84807 134.27390,-32.61723 132.99078,-32.01122 132.28808,-31.98265 131.32633,-31.49580 129.53579,-31.59042 128.24094,-31.94849 127.10287,-32.28227 126.14871,-32.21597 125.08862,-32.72875 124.22165,-32.95949 124.02895,-33.48385 123.65967,-33.89018 122.81104,-33.91447 122.18306,-34.00340 121.29919,-33.82104 120.58027,-33.93018 119.89369,-33.97606 119.29890,-34.50937 119.00734,-34.46415 118.50572,-34.74682 118.02497,-35.06473 117.29551,-35.02546 116.62511,-35.02510 115.56435,-34.38643 115.02681,-34.19652 115.04862,-33.62342 115.54512,-33.48726 115.71467,-33.25957 115.67938,-32.90037 115.80164,-32.20506 115.68961,-31.61244 115.16091,-30.60159 114.99704,-30.03073 115.04004,-29.46110 114.64197,-28.81023 114.61650,-28.51640 114.17358,-28.11808 114.04888,-27.33477 113.47750,-26.54313 113.33895,-26.11654 113.77836,-26.54903 113.44096,-25.62128 113.93690,-25.91124 114.23285,-26.29845 114.21616,-25.78628 113.72125,-24.99894 113.62534,-24.68397 113.39352,-24.38476 113.50204,-23.80635 113.70699,-23.56021 113.84342,-23.05999 113.73655,-22.47547 114.14976,-21.75588 114.22531,-22.51749 114.64776,-21.82952 115.46017,-21.49517 115.94737,-21.06869 116.71161,-20.70168 117.16632,-20.62360 117.44155,-20.74690 118.22956,-20.37421 118.83608,-20.26331 118.98781,-20.04420 119.25249,-19.95294 119.80522,-19.97651 120.85622,-19.68371 121.39986,-19.23976 121.65514,-18.70532 122.24166,-18.19765 122.28662,-17.79860 122.31277,-17.25497 123.01257,-16.40520 123.43379,-17.26856 123.85935,-17.06903 123.50324,-16.59651 123.81707,-16.11132 124.25829,-16.32794 124.37973,-15.56706 124.92615,-15.07510 125.16728,-14.68040 125.67009,-14.51007 125.68580,-14.23066 126.12515,-14.34734 126.14282,-14.09599 126.58259,-13.95279 127.06587,-13.81797 127.80463,-14.27691 128.35969,-14.86917 128.98554,-14.87599 129.62147,-14.96978 129.40960,-14.42067 129.88864,-13.61870 130.33947,-13.35738 130.18351,-13.10752 130.61780,-12.53639 131.22350,-12.18365 131.73509,-12.30245 132.57530,-12.11404 132.55721,-11.60301 131.82470,-11.27378 132.35722,-11.12852 133.01956,-11.37641 133.55085,-11.78651 134.39307,-12.04237 134.67863,-11.94118 135.29849,-12.24861 135.88269,-11.96227 136.25838,-12.04934 136.49248,-11.85721 136.95162,-12.35196 136.68512,-12.88722 136.30541,-13.29123 135.96176,-13.32451 136.07762,-13.72428 135.78384,-14.22399 135.42866,-14.71543 135.50018,-14.99774 136.29518,-15.55026 137.06536,-15.87076 137.58047,-16.21508 138.30322,-16.80760 138.58516,-16.80662 139.10854,-17.06268 139.26057,-17.37160 140.21525,-17.71081 140.87546,-17.36907 141.07111,-16.83205 141.27409,-16.38887 141.39822,-15.84053 141.70218,-15.04492 141.56338,-14.56133 141.63552,-14.27040 141.51987,-13.69808 141.65092,-12.94469 141.84269,-12.74155 141.68699,-12.40761 141.92863,-11.87747 142.11849,-11.32804 142.14371,-11.04274 142.51526,-10.66819 142.79731,-11.15736 142.86676,-11.78471 143.11595,-11.90563 143.15863,-12.32566 143.52212,-12.83436 143.59716,-13.40042 143.56181,-13.76366
LAND	land_0023	162.11902,-10.48272 162.39865,-10.82637 161.70003,-10.82001 161.31980,-10.20475 161.91738,-10.44670 162.11902,-10.48272
LAND	land_0024	120.71561,-10.23958 120.29501,-10.25865 118.96781,-9.55797 119.90031,-9.36134 120.42576,-9.66592 120.77550,-9.96968 120.71561,-10.23958
LAND	land_0025	160.85223,-9.87294 160.46259,-9.89521 159.84945,-9.79403 159.64000,-9.63998 159.70294,-9.24295 160.36296,-9.40030 160.68852,-9.61016 160.85223,-9.87294
LAND	land_0026	161.67998,-9.59998 161.52940,-9.78431 160.78825,-8.91754 160.58000,-8.32001 160.92003,-8.32001 161.28001,-9.12001 161.67998,-9.59998
LAND	land_0027	124.43595,-10.14000 123.57998,-10.35999 123.45999,-10.24000 123.55001,-9.90002 123.98001,-9.29003 124.96868,-8.89279 125.08625,-8.65689 125.94707,-8.43210 126.64470,-8.39825 126.95724,-8.27335 127.33593,-8.39732 126.96799,-8.66826 125.92588,-9.10601 125.08852,-9.39317 124.43595,-10.14000
LAND	land_0028	117.90002,-8.09568 118.26062,-8.36238 118.87846,-8.28068 119.12651,-8.70583 117.97040,-8.90664 117.27773,-9.04090 116.74014,-9.03294 117.08374,-8.45716 117.63202,-8.44930 117.90002,-8.09568
LAND	land_0029	122.90354,-8.09423 122.75698,-8.64981 121.25449,-8.93367 119.92439,-8.81042 119.92093,-8.44486 120.71509,-8.23696 121.34167,-8.53674 122.00736,-8.46062 122.90354,-8.09423
LAND	land_0030	159.87503,-8.33732 159.91740,-8.53829 159.13368,-8.11418 158.58611,-7.75482 158.21115,-7.42187 158.35998,-7.32002 158.82000,-7.56000 159.64000,-8.02003 159.87503,-8.33732
LAND	land_0031	157.53843,-7.34782 157.33942,-7.40477 156.90203,-7.17687 156.49136,-6.76594 156.54283,-6.59934 157.14000,-7.02164 157.53843,-7.34782
